area,state,station_id,station_name,sensor_id,parameter,value,unit,datetime_utc,station_lat,station_lon
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",12236535,,0.57,,2026-06-18T04:15:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",12236539,,42.0,,2026-06-18T04:15:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",14342121,,0.6,,2026-06-18T04:15:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",14342119,,0.01809,,2026-06-18T04:15:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",14342120,,356.49,,2026-06-18T04:15:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",1312464,,980.0,,2022-07-13T06:30:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",1312468,,33.4,,2022-07-13T06:30:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",1312453,,10.58,,2022-07-13T06:30:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",1312467,,6.07,,2022-07-13T06:30:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",1312460,,16.0,,2022-07-13T06:30:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227533,"Rakhial, Ahmedabad - IITM",1312466,,15.84,,2022-07-13T06:30:00Z,23.016834,72.625775
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236534,,24.99,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236531,,8.53,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236530,,60.38,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236529,,26.03,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236533,,19.78,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236528,,8.28,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236532,,65.93,,2026-06-18T04:15:00Z,22.977134,72.553024
